464.061	-98.577	476.003	0.042	-0.043	0.070	
464.072	-98.569	475.976	0.042	-0.043	0.070	
464.082	-98.561	475.948	0.042	-0.043	0.070	
464.092	-98.554	475.921	0.042	-0.043	0.070	
464.102	-98.546	475.894	0.042	-0.043	0.070	
464.113	-98.539	475.867	0.042	-0.043	0.070	
464.123	-98.531	475.840	0.042	-0.043	0.070	
464.133	-98.524	475.812	0.042	-0.043	0.069	
464.143	-98.516	475.785	0.042	-0.043	0.069	
464.154	-98.509	475.758	0.042	-0.043	0.069	
464.164	-98.501	475.731	0.042	-0.043	0.069	
464.174	-98.494	475.703	0.042	-0.043	0.069	
464.185	-98.486	475.676	0.042	-0.043	0.069	
464.195	-98.479	475.649	0.042	-0.043	0.069	
464.205	-98.471	475.622	0.042	-0.043	0.069	
464.215	-98.464	475.595	0.042	-0.043	0.069	
464.226	-98.456	475.567	0.042	-0.043	0.069	
464.236	-98.448	475.540	0.042	-0.043	0.069	
464.246	-98.441	475.513	0.042	-0.043	0.069	
464.257	-98.433	475.486	0.042	-0.043	0.069	
464.267	-98.426	475.458	0.042	-0.043	0.069	
464.277	-98.418	475.431	0.042	-0.043	0.069	
464.287	-98.411	475.404	0.042	-0.043	0.069	
464.298	-98.403	475.377	0.042	-0.043	0.069	
464.308	-98.396	475.350	0.042	-0.043	0.069	
464.318	-98.388	475.322	0.042	-0.043	0.069	
464.329	-98.381	475.295	0.042	-0.043	0.069	
464.339	-98.373	475.268	0.042	-0.043	0.069	
464.349	-98.366	475.241	0.042	-0.043	0.069	
464.359	-98.358	475.213	0.042	-0.043	0.069	
464.370	-98.350	475.186	0.042	-0.043	0.069	
464.380	-98.343	475.159	0.042	-0.043	0.069	
464.390	-98.335	475.132	0.042	-0.043	0.069	
464.401	-98.328	475.105	0.042	-0.043	0.069	
464.411	-98.320	475.077	0.042	-0.043	0.069	
464.421	-98.313	475.050	0.042	-0.043	0.069	
464.431	-98.305	475.023	0.042	-0.043	0.069	
464.442	-98.298	474.996	0.042	-0.043	0.069	
464.452	-98.290	474.969	0.042	-0.043	0.069	
464.462	-98.283	474.941	0.042	-0.043	0.069	
464.473	-98.275	474.914	0.042	-0.043	0.069	
464.483	-98.268	474.887	0.042	-0.043	0.069	
464.493	-98.260	474.860	0.042	-0.043	0.069	
464.504	-98.253	474.833	0.042	-0.043	0.069	
464.514	-98.245	474.805	0.042	-0.043	0.069	
464.524	-98.238	474.778	0.042	-0.043	0.069	
464.534	-98.230	474.751	0.042	-0.043	0.069	
464.545	-98.223	474.724	0.042	-0.043	0.069	
464.555	-98.215	474.697	0.042	-0.043	0.069	
464.565	-98.208	474.669	0.042	-0.043	0.069	
464.576	-98.200	474.642	0.042	-0.043	0.069	
464.586	-98.193	474.615	0.042	-0.043	0.069	
464.596	-98.185	474.588	0.042	-0.043	0.069	
464.607	-98.178	474.561	0.042	-0.043	0.069	
464.617	-98.170	474.533	0.042	-0.043	0.069	
464.627	-98.163	474.506	0.042	-0.043	0.069	
464.638	-98.155	474.479	0.042	-0.043	0.069	
464.648	-98.148	474.452	0.042	-0.043	0.069	
464.658	-98.140	474.425	0.042	-0.043	0.069	
464.668	-98.133	474.397	0.042	-0.043	0.069	
464.679	-98.125	474.370	0.042	-0.043	0.069	
464.689	-98.118	474.343	0.042	-0.042	0.069	
464.699	-98.110	474.316	0.042	-0.042	0.069	
464.710	-98.103	474.289	0.042	-0.042	0.069	
464.720	-98.095	474.261	0.042	-0.042	0.069	
464.730	-98.088	474.234	0.042	-0.042	0.069	
464.741	-98.080	474.207	0.042	-0.042	0.069	
464.751	-98.073	474.180	0.041	-0.042	0.069	
464.761	-98.065	474.153	0.041	-0.042	0.069	
464.771	-98.058	474.125	0.041	-0.042	0.069	
464.782	-98.050	474.098	0.041	-0.042	0.069	
464.792	-98.043	474.071	0.041	-0.042	0.069	
464.802	-98.035	474.044	0.041	-0.042	0.068	
464.812	-98.028	474.017	0.041	-0.042	0.068	
464.823	-98.020	473.989	0.041	-0.042	0.068	
464.833	-98.013	473.962	0.041	-0.042	0.068	
464.843	-98.005	473.935	0.041	-0.042	0.068	
464.854	-97.998	473.908	0.041	-0.042	0.068	
464.864	-97.990	473.881	0.041	-0.042	0.068	
464.874	-97.983	473.853	0.041	-0.042	0.068	
464.884	-97.975	473.826	0.041	-0.042	0.068	
464.895	-97.968	473.799	0.041	-0.042	0.068	
464.905	-97.960	473.772	0.041	-0.042	0.068	
464.915	-97.953	473.745	0.041	-0.042	0.068	
464.925	-97.945	473.717	0.041	-0.042	0.068	
464.936	-97.938	473.690	0.041	-0.042	0.068	
464.946	-97.930	473.663	0.041	-0.042	0.068	
464.956	-97.923	473.636	0.041	-0.042	0.068	
464.966	-97.915	473.609	0.041	-0.042	0.068	
464.977	-97.908	473.582	0.041	-0.042	0.068	
464.987	-97.900	473.555	0.041	-0.042	0.068	
464.997	-97.893	473.528	0.041	-0.042	0.068	
465.007	-97.885	473.501	0.041	-0.042	0.068	
465.017	-97.878	473.474	0.041	-0.042	0.068	
465.028	-97.870	473.446	0.041	-0.042	0.068	
465.038	-97.863	473.419	0.041	-0.042	0.068	
465.048	-97.855	473.392	0.041	-0.042	0.068	
465.058	-97.848	473.365	0.041	-0.042	0.068	
465.069	-97.840	473.338	0.041	-0.042	0.068	
465.079	-97.833	473.311	0.041	-0.042	0.068	
465.089	-97.825	473.284	0.041	-0.042	0.068	
465.099	-97.818	473.257	0.041	-0.042	0.068	
465.110	-97.810	473.230	0.041	-0.042	0.068	
465.120	-97.803	473.203	0.041	-0.042	0.068	
465.130	-97.795	473.175	0.041	-0.042	0.068	
465.140	-97.788	473.148	0.041	-0.042	0.068	
465.151	-97.780	473.121	0.041	-0.042	0.068	
465.161	-97.773	473.094	0.041	-0.042	0.068	
465.171	-97.765	473.067	0.041	-0.042	0.068	
465.181	-97.758	473.040	0.041	-0.042	0.068	
465.192	-97.750	473.013	0.041	-0.042	0.068	
465.202	-97.743	472.986	0.041	-0.042	0.068	
465.212	-97.735	472.959	0.041	-0.042	0.068	
465.222	-97.728	472.932	0.041	-0.042	0.068	
465.233	-97.720	472.905	0.041	-0.042	0.068	
465.243	-97.713	472.877	0.041	-0.042	0.068	
465.253	-97.705	472.850	0.041	-0.042	0.068	
465.263	-97.698	472.823	0.041	-0.042	0.068	
465.274	-97.690	472.796	0.041	-0.042	0.068	
465.284	-97.683	472.769	0.041	-0.042	0.068	
465.294	-97.675	472.742	0.041	-0.042	0.068	
465.304	-97.668	472.715	0.041	-0.042	0.068	
465.315	-97.660	472.688	0.041	-0.042	0.068	
465.325	-97.652	472.660	0.041	-0.042	0.068	
465.335	-97.645	472.633	0.041	-0.042	0.068	
465.345	-97.637	472.606	0.041	-0.042	0.068	
465.356	-97.630	472.579	0.041	-0.042	0.068	
465.366	-97.622	472.552	0.041	-0.042	0.068	
465.376	-97.615	472.524	0.041	-0.042	0.068	
465.387	-97.607	472.497	0.041	-0.042	0.068	
465.397	-97.600	472.470	0.041	-0.042	0.068	
465.407	-97.592	472.443	0.041	-0.042	0.068	
465.417	-97.585	472.415	0.041	-0.042	0.068	
465.428	-97.577	472.388	0.041	-0.042	0.068	
465.438	-97.569	472.361	0.041	-0.042	0.068	
465.448	-97.562	472.334	0.041	-0.042	0.068	
465.459	-97.554	472.307	0.041	-0.042	0.068	
465.469	-97.547	472.279	0.041	-0.042	0.068	
465.479	-97.539	472.252	0.041	-0.042	0.068	
465.490	-97.532	472.225	0.041	-0.042	0.067	
465.500	-97.524	472.198	0.041	-0.042	0.067	
465.510	-97.517	472.170	0.041	-0.042	0.067	
465.520	-97.509	472.143	0.041	-0.042	0.067	
465.531	-97.502	472.116	0.041	-0.042	0.067	
465.541	-97.494	472.089	0.041	-0.042	0.067	
465.551	-97.487	472.061	0.041	-0.042	0.067	
465.562	-97.479	472.034	0.041	-0.042	0.067	
