-0.226	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.226	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.226	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.225	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.225	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.225	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.225	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.225	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.225	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.225	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.225	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.225	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.225	0.175	-0.009	-1.500	0.054	1.436	-0.311	
-0.225	0.175	-0.009	-1.500	0.054	1.435	-0.311	
-0.225	0.176	-0.009	-1.500	0.054	1.435	-0.311	
-0.225	0.176	-0.009	-1.500	0.054	1.435	-0.311	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.311	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.311	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.311	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.311	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.435	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.225	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.224	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.224	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.224	0.176	-0.009	-1.501	0.054	1.434	-0.310	
-0.224	0.176	-0.009	-1.501	0.054	1.434	-0.309	
-0.224	0.177	-0.009	-1.501	0.054	1.434	-0.309	
-0.224	0.177	-0.009	-1.501	0.054	1.434	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.433	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.432	-0.309	
-0.224	0.177	-0.009	-1.502	0.054	1.432	-0.309	
